artifactId,path,version,sha256,status,fileClass,generatorVersion,generatedAt,codeCommit,inputArtifactSha
CONTRACTS__SCHEMAS__V4_EXTENSIONS__CALIBRATION_MODEL_SCHEMA_JSON,contracts/schemas/v4_extensions/calibration_model.schema.json,1.0.0,0194b3c77934e1f9794243690a8640fb52e25b9b06eadb118a496c14be9272a4,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__CANDIDATE_PACKET_SCHEMA_JSON,contracts/schemas/v4_extensions/candidate_packet.schema.json,1.0.0,a6dd2b679d92a72a81c875bf3fa796f079c5d8df436432c2a633fc6a458c5497,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__NCS_DUTY_UNIT_BRIDGE_SCHEMA_JSON,contracts/schemas/v4_extensions/ncs_duty_unit_bridge.schema.json,1.0.0,3f5bd68d7433e052ac4fa7a1d7db49b31a7a0ec43106f5ae611295d9e38fa0db,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__NCS_EDGE_SCHEMA_JSON,contracts/schemas/v4_extensions/ncs_edge.schema.json,1.0.0,8cfbbc4b36083a3623ffd1851f692cd46f1e64670de4b2b50d5c3165dfb7b17d,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__NCS_EXTERNAL_CODE_CROSSWALK_SCHEMA_JSON,contracts/schemas/v4_extensions/ncs_external_code_crosswalk.schema.json,1.0.0,2770cb3aa46c8679236b4a61d104892b206980170c0a9919210cff8b3b88ff16,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__NCS_NODE_SCHEMA_JSON,contracts/schemas/v4_extensions/ncs_node.schema.json,1.0.0,9b12145dccfb79e175d13cfa3b72c91f017599bbe58c21050e2416ae7c1024be,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__OCR_QUALITY_SCHEMA_JSON,contracts/schemas/v4_extensions/ocr_quality.schema.json,1.0.0,0e5372eb2fc9b03b311dd1b2d68a6f09eae2541a5c2fdd318f04e40e532637ac,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__REFERENCE_LABEL_SCHEMA_JSON,contracts/schemas/v4_extensions/reference_label.schema.json,1.0.0,c2d234e9d11852450606be89408a4c5f503b297c2986b32dee2082ea902d3d8d,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__SEMANTIC_CHUNK_SCHEMA_JSON,contracts/schemas/v4_extensions/semantic_chunk.schema.json,1.0.0,424b13e02a20057575a7e9bd6454d5e293ba70d504ffbad430ad2ea6646707fe,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__SCHEMAS__V4_EXTENSIONS__SOURCE_BLOCK_SCHEMA_JSON,contracts/schemas/v4_extensions/source_block.schema.json,1.0.0,4a6603deded33dcfef54e32900dceefcfa288b88361d5f3ccbf6b311dfe06b38,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__CHECKSUMS_SHA256,contracts/v2.1.2_legacy/CHECKSUMS.sha256,1.0.0,c662771f2666ab472d06b5da3beb5b4b0cea1811204cfdaf875594f97ad17da4,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__CONTRACT_MANIFEST_JSON,contracts/v2.1.2_legacy/CONTRACT_MANIFEST.json,1.0.0,3d7a91480a7bb75122ce582e200293830411806f942628ec6180a666e9ed2b41,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__DATA_DICTIONARY_CSV,contracts/v2.1.2_legacy/data_dictionary.csv,1.0.0,0eac0d20888efd6fd59b944284c3e1460ad1184596120d72f14a5e0461971ffa,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__DATA_DICTIONARY_XLSX,contracts/v2.1.2_legacy/data_dictionary.xlsx,1.0.0,f92eea898856ce50ec4ae3d2346dd259000045af564d59ee46e5d9b3fb6df531,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__ERD_MMD,contracts/v2.1.2_legacy/erd.mmd,1.0.0,1067a6fd096689e3a82866ce95fa9143f748295f2a42b5f1a972f5a337bcb606,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__METRICS_YAML,contracts/v2.1.2_legacy/metrics.yaml,1.0.0,439e4cdc4c916b452fcdd220f895b692721ff2ebef06b06455f5a78e1bb727c7,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__P4_CONTRACT_SCHEMA_JSON,contracts/v2.1.2_legacy/p4_contract.schema.json,1.0.0,6f0c54051688fe04b120c551e98c73cc5bd6771b5b95d80ce241b178e0b4a774,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__P4_CONTRACT_YAML,contracts/v2.1.2_legacy/p4_contract.yaml,1.0.0,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_2_LEGACY__WAREHOUSE_DUCKDB_SQL,contracts/v2.1.2_legacy/warehouse_duckdb.sql,1.0.0,956986874eae5686a20a52721dc303f1913c7391b2ee27da6d582a762f73ad58,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_3_BRIDGE__CHECKSUMS_SHA256,contracts/v2.1.3_bridge/CHECKSUMS.sha256,1.0.0,b1a59b0cef2b18037854a1c7f4d0e66c9ae7c2975e3f16cd2d55823efbd65c67,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_3_BRIDGE__BRIDGE_SCHEMA_JSON,contracts/v2.1.3_bridge/bridge.schema.json,1.0.0,bffe2eeef577f95ae0e58fd9e6377a7ea12a1eef77d76b6c4b33f426e880d863,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_3_BRIDGE__P4_CONTRACT_YAML,contracts/v2.1.3_bridge/p4_contract.yaml,1.0.0,88d4d4eeb2513b723b64f2be6ab378f0bcec51c7c7c219dded60ba4effff4bbf,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
CONTRACTS__V2_1_3_BRIDGE__WAREHOUSE_DUCKDB_SQL,contracts/v2.1.3_bridge/warehouse_duckdb.sql,1.0.0,7491083f12cb8af620427bd0e5c876e5a56ddc3493f262ab7b263393a746b1da,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_CHANGELOG_MD,docs/00_master/P4_CHANGELOG.md,1.0.0,e46e9d44f4f17636c967dfd6679347162df679f914a059066265f91cbe7c9b35,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_CURRENT_STATE_MD,docs/00_master/P4_CURRENT_STATE.md,1.0.0,eb8b9d84a2e0e38b79f480ddd333ec41a75519dde9f4e686231dc124cdbc860d,GENERATED_CURRENT,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_DATA_PRODUCT_DESIGN_DOCUMENT_MD,docs/00_master/P4_DATA_PRODUCT_DESIGN_DOCUMENT.md,1.0.0,df678a15820a0fde297782deeb54e930a1dbc1466e807468f635ca13ce32ebc6,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_DECISION_LOG_MD,docs/00_master/P4_DECISION_LOG.md,1.0.0,b63c75cca4318d35efcfe4ede47b798fb5ac484703cd8ae42fa7c73916f132c2,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_IMPLEMENTATION_STATUS_YAML,docs/00_master/P4_IMPLEMENTATION_STATUS.yaml,1.0.0,aa965583165fc44092507e02041d833be0ef711a95066891feba0be7d4382cce,GENERATED_CURRENT,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_PROJECT_SSOT_MD,docs/00_master/P4_PROJECT_SSOT.md,1.0.0,16219cb9d412ce25b57aebf476241aac21d4b3c7e7903c60c6024397891cf774,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_RELEASE_MANIFEST_YAML,docs/00_master/P4_RELEASE_MANIFEST.yaml,1.0.0,411393bd57ef81971ce2b9c079fb82ba8e356773ae5a5e5848cf76e1986803da,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_SCOPE_AND_NON_GOALS_MD,docs/00_master/P4_SCOPE_AND_NON_GOALS.md,1.0.0,942459743983e3574944f85818ee4923e45d1b6a52bd3a858f87c29645ed6700,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__00_MASTER__P4_TRACEABILITY_MATRIX_CSV,docs/00_master/P4_TRACEABILITY_MATRIX.csv,1.0.0,735bbd9a757d19b36331b7ed018ab75e4b0114ba0bdcd7de7f0b518bb71bc650,GENERATED_CURRENT,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__01_RESEARCH__MQ-001_SOURCE_RECOVERY_MD,docs/01_research/MQ-001_source_recovery.md,1.0.0,cfe572b6437dcaaf4b729e2adf458e58b27e70ccb7e169fe59223106e43f6c3f,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__01_RESEARCH__P4_INTERPRETATION_BOUNDARIES_MD,docs/01_research/P4_INTERPRETATION_BOUNDARIES.md,1.0.0,9a69b9d84425a25e80a5df97018aedc96a9709820d5f0575a52c049887e4e2bf,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__01_RESEARCH__RQ-001_POSTING_STRUCTURE_MD,docs/01_research/RQ-001_posting_structure.md,1.0.0,093b0a25714e5af625d777a3082d669240edf5348eb642dba795f82b353ae80d,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__01_RESEARCH__RQ-002A_ENTRY_BARRIERS_MD,docs/01_research/RQ-002A_entry_barriers.md,1.0.0,816c87b1bc2e0f67ac5f94c372050bed258ddc18d7bea195d3b21c8cd6754841,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__01_RESEARCH__RQ-002B_NCS_DUTY_LEVEL_MD,docs/01_research/RQ-002B_ncs_duty_level.md,1.0.0,5c40bd47b454ef93ed89957592fe752d7f26de13258cb815e4272597920ae678,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__02_CONTRACTS__DATA_MODEL_ENTITY_REGISTRY_MD,docs/02_contracts/DATA_MODEL_ENTITY_REGISTRY.md,1.0.0,e355f6acbd491063f01c384d5fa3ab8dcf84c3c90a69e041da619d245957c222,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__02_CONTRACTS__METRIC_REGISTRY_MD,docs/02_contracts/METRIC_REGISTRY.md,1.0.0,ea2acc8464f9f4947fc7fc3d252d686dc48bac9ec41f94e7be4204622dbe0382,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__02_CONTRACTS__P4_CONTRACT_ROADMAP_MD,docs/02_contracts/P4_CONTRACT_ROADMAP.md,1.0.0,d561a4f5651f6c4c1cdb7ad6d558b67e9029c8ce5e5e2ae1a587e540fa43682e,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__02_CONTRACTS__TAXONOMY_REGISTRY_MD,docs/02_contracts/TAXONOMY_REGISTRY.md,1.0.0,5b127e4d044659b0f1cd84a06fd5160c55d5035a60e126124026b6bd58ae3f3d,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__03_DATA__DATA-CONTEXT-001_CONTEXTUAL_EVIDENCE_DATACARD_MD,docs/03_data/DATA-CONTEXT-001_contextual_evidence_datacard.md,1.0.0,dc5abbfdca8466f4cf83d38ea411cd3c4718852dddfa7cff24f72e7f38f76482,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__03_DATA__DATA-LKA-001_LINKAREER_DATACARD_MD,docs/03_data/DATA-LKA-001_linkareer_datacard.md,1.0.0,3a3c51a344d67131bb7c3c5594f6b9796c0def4daa9705274c590e874412ff9f,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__03_DATA__DATA-NCS-001_NCS_CORPUS_DATACARD_MD,docs/03_data/DATA-NCS-001_ncs_corpus_datacard.md,1.0.0,5220645a5bec8127958e41a44622cd707946ec62421ae62883e9f333b2fa04fe,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__03_DATA__DATA-QUAL-001_QUALITATIVE_EVIDENCE_DATACARD_MD,docs/03_data/DATA-QUAL-001_qualitative_evidence_datacard.md,1.0.0,cb65b25182bcb93e133b9645b897da2c124972f22fb2d87cd2d862b2433b7a57,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__03_DATA__DATA-W24-001_WORK24_ALIAS_DATACARD_MD,docs/03_data/DATA-W24-001_work24_alias_datacard.md,1.0.0,2c812ea24685415da90f9dd51accd81c486f45c3f508ef27e44141431dd8bbd4,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__03_DATA__DATA_DICTIONARY_CORE_MD,docs/03_data/DATA_DICTIONARY_CORE.md,1.0.0,09c31cfda1c5aa19d3e8102219943e47346bfd241a5fdef0816a29e8eeada748,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__04_PIPELINE__PIPE-001_CRAWL_SPEC_MD,docs/04_pipeline/PIPE-001_crawl_spec.md,1.0.0,85e5b7adb87961f2daad56a8502990c98dda156695b2e6db42a477ba461a2377,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__04_PIPELINE__PIPE-002_SEMANTIC_RECOVERY_SPEC_MD,docs/04_pipeline/PIPE-002_semantic_recovery_spec.md,1.0.0,10667fa63c00e1bb466d46308815175a6afcc18dda1da5ddcb3566e88f84208a,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__04_PIPELINE__PIPE-003_EXTENSION_FACT_SPEC_MD,docs/04_pipeline/PIPE-003_extension_fact_spec.md,1.0.0,d9e6a52b3b3ae2cf82b6d44be5e0334ca8be91b32cb673c62c5a0db19c3e2ff0,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
