artifactId,path,version,sha256,status,fileClass,generatorVersion,generatedAt,codeCommit,inputArtifactSha
DOCS__04_PIPELINE__PIPE-004_NCS_MAPPING_SPEC_MD,docs/04_pipeline/PIPE-004_ncs_mapping_spec.md,1.0.0,d790da75c29183210614521f7d52fe1fe82e2fd4dbea72cf32ef1ca8f4986de1,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__04_PIPELINE__PIPE-005_RQ_MART_SPEC_MD,docs/04_pipeline/PIPE-005_rq_mart_spec.md,1.0.0,143653f6c95efbb5897c8698616c33b6179c574a093e0fe5db0d656313732fce,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__04_PIPELINE__STAGE_REGISTRY_YAML,docs/04_pipeline/stage_registry.yaml,1.0.0,a036add7b9c50c2aa73ebaa4d394a7eb0e4beb90b9c15928149102e09967ef71,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__05_VALIDATION__EVAL-001_SOURCE_RECOVERY_PROTOCOL_MD,docs/05_validation/EVAL-001_source_recovery_protocol.md,1.0.0,db1e61ea30b1960d331edd16297d52a910e7d32b27845869acbc3d71ac22e4c9,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__05_VALIDATION__EVAL-002_SEMANTIC_FACT_PROTOCOL_MD,docs/05_validation/EVAL-002_semantic_fact_protocol.md,1.0.0,1ccd3f498a107f214544817d575d7fc11d5decff4d6792429f5ee69463fa1199,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__05_VALIDATION__EVAL-003_NCS_RETRIEVAL_REFERENCE_PROTOCOL_MD,docs/05_validation/EVAL-003_ncs_retrieval_reference_protocol.md,1.0.0,e2b475122186a3593b6fbbcd1f59728b18298d3d536f40ac19b8adb9e0338162,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__05_VALIDATION__EVAL-004_MART_DENOMINATOR_PROTOCOL_MD,docs/05_validation/EVAL-004_mart_denominator_protocol.md,1.0.0,44c9aa7f3583652518626b1e8ba4a290b1747b4cf275d18c246ee22bafc95c4e,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__05_VALIDATION__GATE_MATRIX_YAML,docs/05_validation/gate_matrix.yaml,1.0.0,66d73cbcd0d776061dd0b172f63b67a306c4f89a7382ebfd740db18124fd9f08,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__06_ANALYSIS__ANALYSIS-001_DESCRIPTIVE_TIME_SERIES_MD,docs/06_analysis/ANALYSIS-001_descriptive_time_series.md,1.0.0,393620eaf256346391230e2b4086e31d0180af8628d158b38ba238eca0403949,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__06_ANALYSIS__ANALYSIS-002_BREAKPOINT_SENSITIVITY_MD,docs/06_analysis/ANALYSIS-002_breakpoint_sensitivity.md,1.0.0,f8cddac2fe2fc15ab2ecbbebfe310c5bdc6a5b7b884e16f7e3ff213e10bbde19,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__06_ANALYSIS__ANALYSIS-003_RQ2B_DISTRIBUTION_MD,docs/06_analysis/ANALYSIS-003_rq2b_distribution.md,1.0.0,5ce43a360008d8241464a405081cd5e1e8810a360e3c5e30e4a2873196a3a943,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__06_ANALYSIS__STATISTICAL_ANALYSIS_PLAN_MD,docs/06_analysis/statistical_analysis_plan.md,1.0.0,ac0f23aea2a713cd9e865ea440519d111912e16dc993e2a8d121636f8a434782,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__07_ARTICLE__ARTICLE_CLAIM_PROTOCOL_MD,docs/07_article/ARTICLE_CLAIM_PROTOCOL.md,1.0.0,1d6385915e168e0dcee0f9b67304e5e9a223a0706e48d518b23cfca0b98f5780,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__07_ARTICLE__ARTICLE_CLAIM_REGISTRY_CSV,docs/07_article/ARTICLE_CLAIM_REGISTRY.csv,1.0.0,13b72fa2f526d4da58fd51a058b656c220700cb954e5ed4e462e7b6294fc9023,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__07_ARTICLE__CASE_EVIDENCE_REGISTRY_CSV,docs/07_article/CASE_EVIDENCE_REGISTRY.csv,1.0.0,f93786a5595349645bbd41e688040a730f948fafbb157e1be6ffe968747dbc6e,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__07_ARTICLE__QUALITATIVE_EVIDENCE_CODEBOOK_MD,docs/07_article/QUALITATIVE_EVIDENCE_CODEBOOK.md,1.0.0,5918954643361861e12e790ad807f4ec129af72d33cc285dc1c2b36d2686ce9f,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__08_EVIDENCE__CURRENT_EVIDENCE_INDEX_YAML,docs/08_evidence/CURRENT_EVIDENCE_INDEX.yaml,1.0.0,007040cf88e2f66a6c811a336e85763e001a869789727adfa74f01d1f951d7f3,GENERATED_CURRENT,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__08_EVIDENCE__EVIDENCE_ATTESTATION_TEMPLATE_YAML,docs/08_evidence/EVIDENCE_ATTESTATION_TEMPLATE.yaml,1.0.0,c0e52f2d96a77baa16d8eae8ce399e7057f0649435a7f4072a911a5e8552fded,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__08_EVIDENCE__README_MD,docs/08_evidence/README.md,1.0.0,b4135a61fb0fe7f7fc99c838a799da78d175be938cde362ad66a0b5e80f31528,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__08_EVIDENCE__PROCESSING__P4_RAW29_CLEANROOM_20260809_001_ATTESTATION_YAML,docs/08_evidence/processing/P4_RAW29_CLEANROOM_20260809_001_ATTESTATION.yaml,1.0.0,eda56a3ccaba7b80dfebca2b6255722a6246fe261b71f4a1037c5d978c8b3aa1,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__08_EVIDENCE__REPOSITORY__PRE_CLEANROOM_ARCHIVE_ATTESTATION_YAML,docs/08_evidence/repository/PRE_CLEANROOM_ARCHIVE_ATTESTATION.yaml,1.0.0,50dfd30509c7a132cde407f452de4a9202e2dc6c614333dcd36bec56abafe9ef,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__09_GOVERNANCE__CLEANUP_LEDGER_CSV,docs/09_governance/CLEANUP_LEDGER.csv,1.0.0,6144e1583d557ff2c2da0507a90883a7889dbc310d06b8b084c53fc3f078fdec,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__09_GOVERNANCE__GOVERNANCE_RACI_CHANGE_CONTROL_MD,docs/09_governance/GOVERNANCE_RACI_CHANGE_CONTROL.md,1.0.0,ae9e2fa37a28e94724035e12d90075a13dc5bf10accdaf9f33585b9ad83156b0,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__09_GOVERNANCE__RISK_REGISTER_MD,docs/09_governance/RISK_REGISTER.md,1.0.0,9d164c6833de90c6ab3b40340b7ff1b0e4cf60b296184f1a89624a67aea57d57,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__10_OPS__OPERATIONS_RUNBOOK_MD,docs/10_ops/OPERATIONS_RUNBOOK.md,1.0.0,1deae0e3911a4ab06d61dc71146c617005e218c2c4a3d5564e9d077138089a75,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__11_RELEASE__DELIVERABLES_ROADMAP_MD,docs/11_release/DELIVERABLES_ROADMAP.md,1.0.0,25fbd93991ceb70073470dee0634e6c835ceb6ce31665c945248b085462bf657,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__11_RELEASE__DOCUMENT_IMPORT_ATTESTATION_YAML,docs/11_release/DOCUMENT_IMPORT_ATTESTATION.yaml,1.0.0,8f512efba03cd834527b9f22ad5ea50d15851f02003adbaa1f84a20eb56e96c4,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__11_RELEASE__EVIDENCE_MANIFEST_SHA256,docs/11_release/EVIDENCE_MANIFEST.sha256,1.0.0,540c5314362ce08422eaf15e0c6faf587d8dc7f40e2e39288dd23d764b40ef5b,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__11_RELEASE__SOURCE_V1_0_0__ARTIFACT_REGISTRY_V1_0_0_CSV,docs/11_release/source_v1.0.0/ARTIFACT_REGISTRY_v1.0.0.csv,1.0.0,a2285227d7eb46e1375514e6b1a3c30c58da8f42128ae032ce31a8923438d9df,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__11_RELEASE__SOURCE_V1_0_0__EVIDENCE_MANIFEST_V1_0_0_SHA256,docs/11_release/source_v1.0.0/EVIDENCE_MANIFEST_v1.0.0.sha256,1.0.0,540c5314362ce08422eaf15e0c6faf587d8dc7f40e2e39288dd23d764b40ef5b,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__11_RELEASE__SOURCE_V1_0_0__P4_RELEASE_MANIFEST_V1_0_0_YAML,docs/11_release/source_v1.0.0/P4_RELEASE_MANIFEST_v1.0.0.yaml,1.0.0,411393bd57ef81971ce2b9c079fb82ba8e356773ae5a5e5848cf76e1986803da,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__11_RELEASE__SOURCE_V1_0_0__P4_TRACEABILITY_MATRIX_V1_0_0_CSV,docs/11_release/source_v1.0.0/P4_TRACEABILITY_MATRIX_v1.0.0.csv,1.0.0,a9f198675f160cff4dd47fa099160a4c577f23e424465f5e3ad2a9dcc1b7e95d,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
DOCS__README_MD,docs/README.md,1.0.0,58b5630c2694b46bc2b100fe7dcdd9428824b4025892f7a40345edd08a8d4bd4,ACTIVE,GENERATED_FILE,p4-docs-1.0.0,2026-08-09T15:38:01+09:00,ec678fc5dedc0234e7b36edca891d8183f018736,0fefd5fea824d6bc89d629c9ddc473740dc9814e0178e68aa6d99aa83c9e3a01
